No,ObservationDate,Province,Confirmed,Deaths,Recovered
17427,7/31/2021,Nusa Tenggara Timur,39106,727,26568
17428,7/31/2021,Papua,27035,377,12562
17429,7/31/2021,Papua Barat,18540,284,15425
17430,7/31/2021,Riau,97336,2590,81196
17431,7/31/2021,Sulawesi Barat,8371,170,6665
17432,7/31/2021,Sulawesi Selatan,83712,1335,71206
17433,7/31/2021,Sulawesi Tengah,22821,642,16109
17434,7/31/2021,Sulawesi Tenggara,16375,355,12850
17435,7/31/2021,Sulawesi Utara,24546,704,18335
17436,7/31/2021,Sumatera Barat,70873,1498,56764
17437,7/31/2021,Sumatera Selatan,47026,2054,34480
17438,7/31/2021,Sumatera Utara,60521,1475,40506
17439,8/1/2021,Aceh,23250,992,16942
17440,8/1/2021,Bali,77465,2184,62407
17441,8/1/2021,Banten,114050,1996,81471
17442,8/1/2021,Bengkulu,18128,273,13176
17443,8/1/2021,DKI Jakarta,817355,12244,789173
17444,8/1/2021,Daerah Istimewa Yogyakarta,119136,3460,78654
17445,8/1/2021,Gorontalo,8122,230,6598
17446,8/1/2021,Indonesia,3440396,95723,2809538
17447,8/1/2021,Jambi,20667,422,14707
17448,8/1/2021,Jawa Barat,608396,9732,491076
17449,8/1/2021,Jawa Tengah,388252,19787,308104
17450,8/1/2021,Jawa Timur,312082,21010,239332
17451,8/1/2021,Kalimantan Barat,26315,656,20665
17452,8/1/2021,Kalimantan Selatan,48662,1321,38453
17453,8/1/2021,Kalimantan Tengah,35055,900,29022
17454,8/1/2021,Kalimantan Timur,119219,3425,92614
17455,8/1/2021,Kalimantan Utara,21952,357,15736
17456,8/1/2021,Kepulauan Bangka Belitung,33824,688,27385
17457,8/1/2021,Kepulauan Riau,45145,1182,37259
17458,8/1/2021,Lampung,35347,2083,25566
17459,8/1/2021,Maluku,13432,226,9710
17460,8/1/2021,Maluku Utara,10060,240,7343
17461,8/1/2021,Nusa Tenggara Barat,19960,569,17239
17462,8/1/2021,Nusa Tenggara Timur,39992,732,27121
17463,8/1/2021,Papua,27222,387,12574
17464,8/1/2021,Papua Barat,18783,287,15518
17465,8/1/2021,Riau,98538,2623,82045
17466,8/1/2021,Sulawesi Barat,8525,173,6728
17467,8/1/2021,Sulawesi Selatan,84508,1362,71901
17468,8/1/2021,Sulawesi Tengah,23454,668,16300
17469,8/1/2021,Sulawesi Tenggara,16500,363,13016
17470,8/1/2021,Sulawesi Utara,24839,724,18667
17471,8/1/2021,Sumatera Barat,71591,1517,57220
17472,8/1/2021,Sumatera Selatan,47573,2098,35281
17473,8/1/2021,Sumatera Utara,61700,1506,40919
17474,8/2/2021,Aceh,23312,994,17130
17475,8/2/2021,Bali,78509,2231,63175
17476,8/2/2021,Banten,115111,2086,84732
17477,8/2/2021,Bengkulu,18442,278,13609
17478,8/2/2021,DKI Jakarta,818765,12398,791334
17479,8/2/2021,Daerah Istimewa Yogyakarta,120702,3506,80162
17480,8/2/2021,Gorontalo,8216,231,6626
17481,8/2/2021,Indonesia,3462800,97291,2842345
17482,8/2/2021,Jambi,20730,426,14983
17483,8/2/2021,Jawa Barat,610487,9859,496977
17484,8/2/2021,Jawa Tengah,390904,20083,311382
17485,8/2/2021,Jawa Timur,314571,21353,243991
17486,8/2/2021,Kalimantan Barat,26485,665,20968
17487,8/2/2021,Kalimantan Selatan,49132,1363,38871
17488,8/2/2021,Kalimantan Tengah,35340,905,29333
17489,8/2/2021,Kalimantan Timur,120305,3476,94575
17490,8/2/2021,Kalimantan Utara,22206,371,15837
17491,8/2/2021,Kepulauan Bangka Belitung,34168,714,27802
17492,8/2/2021,Kepulauan Riau,45551,1191,38345
17493,8/2/2021,Lampung,35819,2157,26254
17494,8/2/2021,Maluku,13483,229,9883
17495,8/2/2021,Maluku Utara,10095,240,7390
17496,8/2/2021,Nusa Tenggara Barat,20110,571,17507
17497,8/2/2021,Nusa Tenggara Timur,40402,752,27395
17498,8/2/2021,Papua,27395,392,12601
17499,8/2/2021,Papua Barat,18901,290,16035
17500,8/2/2021,Riau,99615,2673,83038
17501,8/2/2021,Sulawesi Barat,8605,177,6767
17502,8/2/2021,Sulawesi Selatan,85048,1379,72571
17503,8/2/2021,Sulawesi Tengah,23997,685,16606
17504,8/2/2021,Sulawesi Tenggara,16635,370,13116
17505,8/2/2021,Sulawesi Utara,24965,732,18978
17506,8/2/2021,Sumatera Barat,72573,1529,57630
17507,8/2/2021,Sumatera Selatan,47757,2132,35613
17508,8/2/2021,Sumatera Utara,62351,1527,41351
17509,8/3/2021,Aceh,23571,1008,17298
17510,8/3/2021,Bali,79917,2269,64112
17511,8/3/2021,Banten,116479,2171,86043
17512,8/3/2021,Bengkulu,18773,280,14079
17513,8/3/2021,DKI Jakarta,820366,12468,793840
17514,8/3/2021,Daerah Istimewa Yogyakarta,122147,3591,81168
17515,8/3/2021,Gorontalo,8353,237,6781
17516,8/3/2021,Indonesia,3496700,98889,2873669
17517,8/3/2021,Jambi,21165,433,15117
17518,8/3/2021,Jawa Barat,614230,9994,501862
17519,8/3/2021,Jawa Tengah,395020,20466,315201
17520,8/3/2021,Jawa Timur,318684,21673,248381
17521,8/3/2021,Kalimantan Barat,26962,675,21174
17522,8/3/2021,Kalimantan Selatan,49876,1404,39170
17523,8/3/2021,Kalimantan Tengah,35633,924,29652
17524,8/3/2021,Kalimantan Timur,121724,3533,96074
17525,8/3/2021,Kalimantan Utara,22681,379,16410
17526,8/3/2021,Kepulauan Bangka Belitung,34999,739,28274
17527,8/3/2021,Kepulauan Riau,46126,1228,39247
17528,8/3/2021,Lampung,36418,2211,26919
17529,8/3/2021,Maluku,13541,233,10064
17530,8/3/2021,Maluku Utara,10144,243,7546
17531,8/3/2021,Nusa Tenggara Barat,20357,575,17865
17532,8/3/2021,Nusa Tenggara Timur,41009,768,28874
17533,8/3/2021,Papua,27720,399,12617
17534,8/3/2021,Papua Barat,19109,292,16177
17535,8/3/2021,Riau,100869,2709,84218
17536,8/3/2021,Sulawesi Barat,8721,181,6867
17537,8/3/2021,Sulawesi Selatan,86179,1396,73111
17538,8/3/2021,Sulawesi Tengah,24824,701,16914
17539,8/3/2021,Sulawesi Tenggara,16890,378,13216
17540,8/3/2021,Sulawesi Utara,25329,745,19220
17541,8/3/2021,Sumatera Barat,73730,1545,58283
17542,8/3/2021,Sumatera Selatan,48481,2157,36107
17543,8/3/2021,Sumatera Utara,63785,1541,41889
17544,8/4/2021,Aceh,23922,1018,17397
17545,8/4/2021,Bali,81279,2306,65187
17546,8/4/2021,Banten,117455,2251,88459
17547,8/4/2021,Bengkulu,19170,284,14559
17548,8/4/2021,DKI Jakarta,823347,12531,796310
17549,8/4/2021,Daerah Istimewa Yogyakarta,124009,3635,82293
17550,8/4/2021,Gorontalo,8631,241,6932
17551,8/4/2021,Indonesia,3532567,100636,2907920
17552,8/4/2021,Jambi,21552,459,15515
17553,8/4/2021,Jawa Barat,617979,10123,506321
17554,8/4/2021,Jawa Tengah,398936,21003,321180
17555,8/4/2021,Jawa Timur,322714,22011,252569
17556,8/4/2021,Kalimantan Barat,27643,688,21553
17557,8/4/2021,Kalimantan Selatan,50609,1421,39335
17558,8/4/2021,Kalimantan Tengah,35898,937,30029
17559,8/4/2021,Kalimantan Timur,123946,3616,97794
17560,8/4/2021,Kalimantan Utara,23313,400,16721
17561,8/4/2021,Kepulauan Bangka Belitung,35856,756,28815
17562,8/4/2021,Kepulauan Riau,46629,1228,40065
17563,8/4/2021,Lampung,37135,2297,27257
17564,8/4/2021,Maluku,13559,233,10157
17565,8/4/2021,Maluku Utara,10187,244,7643
17566,8/4/2021,Nusa Tenggara Barat,20606,580,18144
17567,8/4/2021,Nusa Tenggara Timur,41539,783,29856
17568,8/4/2021,Papua,27974,405,12758
17569,8/4/2021,Papua Barat,19266,292,16344
17570,8/4/2021,Riau,102333,2755,84771
17571,8/4/2021,Sulawesi Barat,8890,183,6977
17572,8/4/2021,Sulawesi Selatan,87422,1431,73700
17573,8/4/2021,Sulawesi Tengah,25489,721,17204
17574,8/4/2021,Sulawesi Tenggara,17079,384,13411
17575,8/4/2021,Sulawesi Utara,25525,749,19382
17576,8/4/2021,Sumatera Barat,74672,1561,58945
17577,8/4/2021,Sumatera Selatan,49176,2198,36606
17578,8/4/2021,Sumatera Utara,65441,1576,42718
17579,8/5/2021,Aceh,24207,1036,17530
17580,8/5/2021,Bali,82749,2331,66422
17581,8/5/2021,Banten,118419,2268,89230
17582,8/5/2021,Bengkulu,19418,289,14901
17583,8/5/2021,DKI Jakarta,825659,12657,799069
17584,8/5/2021,Daerah Istimewa Yogyakarta,125470,3694,83432
17585,8/5/2021,Gorontalo,8859,250,7004
17586,8/5/2021,Indonesia,3568331,102375,2947646
17587,8/5/2021,Jambi,21904,471,15848
17588,8/5/2021,Jawa Barat,623614,10275,514379
17589,8/5/2021,Jawa Tengah,403012,21501,328826
17590,8/5/2021,Jawa Timur,326788,22325,257224
17591,8/5/2021,Kalimantan Barat,28169,699,21870
17592,8/5/2021,Kalimantan Selatan,51485,1467,39644
17593,8/5/2021,Kalimantan Tengah,36250,944,30196
17594,8/5/2021,Kalimantan Timur,126029,3717,99794
17595,8/5/2021,Kalimantan Utara,23912,415,17137
17596,8/5/2021,Kepulauan Bangka Belitung,36658,784,29307
17597,8/5/2021,Kepulauan Riau,47074,1272,40674
17598,8/5/2021,Lampung,37815,2368,27510
17599,8/5/2021,Maluku,13605,233,10280
17600,8/5/2021,Maluku Utara,10297,246,7672
17601,8/5/2021,Nusa Tenggara Barat,20822,580,18412
17602,8/5/2021,Nusa Tenggara Timur,42675,794,30332
17603,8/5/2021,Papua,28275,407,12894
17604,8/5/2021,Papua Barat,19536,293,16535
17605,8/5/2021,Riau,103193,2790,86436
17606,8/5/2021,Sulawesi Barat,9064,186,7145
17607,8/5/2021,Sulawesi Selatan,88618,1456,74305
17608,8/5/2021,Sulawesi Tengah,26327,748,17782
17609,8/5/2021,Sulawesi Tenggara,17297,390,13593
17610,8/5/2021,Sulawesi Utara,25998,755,19736
17611,8/5/2021,Sumatera Barat,75529,1594,59435
17612,8/5/2021,Sumatera Selatan,49962,2241,37215
17613,8/5/2021,Sumatera Utara,66997,1591,43555
17614,8/6/2021,Aceh,24590,1040,17722
17615,8/6/2021,Bali,83988,2377,67933
17616,8/6/2021,Banten,119422,2284,96129
17617,8/6/2021,Bengkulu,19820,299,15270
17618,8/6/2021,DKI Jakarta,827844,12710,802275
17619,8/6/2021,Daerah Istimewa Yogyakarta,127109,3766,85521
17620,8/6/2021,Gorontalo,9016,254,7065
17621,8/6/2021,Indonesia,3607863,104010,2996478
17622,8/6/2021,Jambi,22273,494,16636
17623,8/6/2021,Jawa Barat,628718,10371,521557
17624,8/6/2021,Jawa Tengah,405760,21936,336803
17625,8/6/2021,Jawa Timur,331277,22667,262250
17626,8/6/2021,Kalimantan Barat,28592,709,22315
17627,8/6/2021,Kalimantan Selatan,52391,1488,40430
17628,8/6/2021,Kalimantan Tengah,36536,948,30351
17629,8/6/2021,Kalimantan Timur,127844,3801,102378
17630,8/6/2021,Kalimantan Utara,24421,423,17348
17631,8/6/2021,Kepulauan Bangka Belitung,37520,809,29801
17632,8/6/2021,Kepulauan Riau,47586,1272,41095
17633,8/6/2021,Lampung,38511,2413,28129
17634,8/6/2021,Maluku,13618,233,10383
17635,8/6/2021,Maluku Utara,10486,246,7973
17636,8/6/2021,Nusa Tenggara Barat,21024,584,18634
17637,8/6/2021,Nusa Tenggara Timur,46273,813,31242
17638,8/6/2021,Papua,28487,411,13146
17639,8/6/2021,Papua Barat,19607,294,16844
17640,8/6/2021,Riau,105398,2845,87551
17641,8/6/2021,Sulawesi Barat,9207,188,7254
17642,8/6/2021,Sulawesi Selatan,89784,1481,75438
17643,8/6/2021,Sulawesi Tengah,27893,785,18164
17644,8/6/2021,Sulawesi Tenggara,17498,396,13712
17645,8/6/2021,Sulawesi Utara,26619,764,19929
17646,8/6/2021,Sumatera Barat,76454,1619,60118
17647,8/6/2021,Sumatera Selatan,50859,2305,37916
17648,8/6/2021,Sumatera Utara,69042,1616,44557
17649,8/7/2021,Aceh,24933,1053,17906
17650,8/7/2021,Bali,85015,2416,69187
17651,8/7/2021,Banten,120232,2298,98750
17652,8/7/2021,Bengkulu,20051,302,15670
17653,8/7/2021,DKI Jakarta,829852,12778,806831
17654,8/7/2021,Daerah Istimewa Yogyakarta,128487,3849,87637
17655,8/7/2021,Gorontalo,9180,262,7120
17656,8/7/2021,Indonesia,3639616,105598,3036194
17657,8/7/2021,Jambi,22593,503,17070
17658,8/7/2021,Jawa Barat,632642,10442,525866
17659,8/7/2021,Jawa Tengah,410424,22317,341650
17660,8/7/2021,Jawa Timur,334716,22990,266784
17661,8/7/2021,Kalimantan Barat,28955,714,22749
17662,8/7/2021,Kalimantan Selatan,53299,1530,40952
17663,8/7/2021,Kalimantan Tengah,36876,957,30537
17664,8/7/2021,Kalimantan Timur,129630,3883,104108
17665,8/7/2021,Kalimantan Utara,24875,438,17558
17666,8/7/2021,Kepulauan Bangka Belitung,38145,830,30322
17667,8/7/2021,Kepulauan Riau,47906,1272,41668
17668,8/7/2021,Lampung,38948,2500,28756
17669,8/7/2021,Maluku,13655,234,10442
17670,8/7/2021,Maluku Utara,10662,251,8314
17671,8/7/2021,Nusa Tenggara Barat,21296,589,18971
17672,8/7/2021,Nusa Tenggara Timur,47300,869,34241
17673,8/7/2021,Papua,28704,421,13363
17674,8/7/2021,Papua Barat,19747,298,17003
17675,8/7/2021,Riau,106649,2895,88631
17676,8/7/2021,Sulawesi Barat,9295,189,7351
17677,8/7/2021,Sulawesi Selatan,90616,1502,76065
17678,8/7/2021,Sulawesi Tengah,28696,808,18637
17679,8/7/2021,Sulawesi Tenggara,17739,403,13914
17680,8/7/2021,Sulawesi Utara,27143,769,20340
17681,8/7/2021,Sumatera Barat,77285,1636,60902
17682,8/7/2021,Sumatera Selatan,51472,2353,38542
17683,8/7/2021,Sumatera Utara,70447,1639,44973
17684,8/8/2021,Aceh,25218,1064,18233
17685,8/8/2021,Bali,86199,2441,70466
17686,8/8/2021,Banten,120682,2323,100822
17687,8/8/2021,Bengkulu,20158,303,15967
17688,8/8/2021,DKI Jakarta,831501,12798,808030
17689,8/8/2021,Daerah Istimewa Yogyakarta,129681,3900,89729
17690,8/8/2021,Gorontalo,9284,276,7259
17691,8/8/2021,Indonesia,3666031,107096,3084702
17692,8/8/2021,Jambi,22854,506,17321
17693,8/8/2021,Jawa Barat,635457,10499,544421
17694,8/8/2021,Jawa Tengah,415116,22567,347008
17695,8/8/2021,Jawa Timur,337253,23295,270310
17696,8/8/2021,Kalimantan Barat,29178,716,23250
17697,8/8/2021,Kalimantan Selatan,54116,1578,41374
17698,8/8/2021,Kalimantan Tengah,37170,1023,30993
17699,8/8/2021,Kalimantan Timur,131209,3973,105811
17700,8/8/2021,Kalimantan Utara,25204,446,17933
17701,8/8/2021,Kepulauan Bangka Belitung,38621,860,30936
17702,8/8/2021,Kepulauan Riau,48187,1334,42263
17703,8/8/2021,Lampung,39445,2613,29741
17704,8/8/2021,Maluku,13660,234,10509
17705,8/8/2021,Maluku Utara,10794,251,8686
17706,8/8/2021,Nusa Tenggara Barat,21509,593,19209
17707,8/8/2021,Nusa Tenggara Timur,48021,889,35409
17708,8/8/2021,Papua,28798,427,13563
17709,8/8/2021,Papua Barat,19815,298,17211
17710,8/8/2021,Riau,107803,2921,90649
17711,8/8/2021,Sulawesi Barat,9350,194,7433
17712,8/8/2021,Sulawesi Selatan,91351,1530,76791
17713,8/8/2021,Sulawesi Tengah,29539,840,18921
17714,8/8/2021,Sulawesi Tenggara,17841,409,13993
17715,8/8/2021,Sulawesi Utara,27653,786,20732
17716,8/8/2021,Sumatera Barat,78063,1661,61565
17717,8/8/2021,Sumatera Selatan,51866,2384,39121
17718,8/8/2021,Sumatera Utara,71853,1674,45478
17719,8/9/2021,Aceh,25370,1084,18370
17720,8/9/2021,Bali,87217,2481,71589
17721,8/9/2021,Banten,121019,2354,103309
17722,8/9/2021,Bengkulu,20379,310,16267
17723,8/9/2021,DKI Jakarta,832228,12812,809039
17724,8/9/2021,Daerah Istimewa Yogyakarta,130414,3959,92941
17725,8/9/2021,Gorontalo,9417,277,7302
17726,8/9/2021,Indonesia,3686740,108571,3129661
17727,8/9/2021,Jambi,22882,516,17584
17728,8/9/2021,Jawa Barat,638259,10608,552478
17729,8/9/2021,Jawa Tengah,419318,22977,353424
17730,8/9/2021,Jawa Timur,339218,23589,273788
17731,8/9/2021,Kalimantan Barat,29243,722,23732
17732,8/9/2021,Kalimantan Selatan,54675,1602,42067
17733,8/9/2021,Kalimantan Tengah,37514,1041,31473
17734,8/9/2021,Kalimantan Timur,132280,4045,108115
17735,8/9/2021,Kalimantan Utara,25531,469,18049
17736,8/9/2021,Kepulauan Bangka Belitung,38837,881,31425
17737,8/9/2021,Kepulauan Riau,48494,1352,42649
17738,8/9/2021,Lampung,39812,2674,30306
17739,8/9/2021,Maluku,13737,234,10593
17740,8/9/2021,Maluku Utara,10840,253,8785
17741,8/9/2021,Nusa Tenggara Barat,21787,596,19483
17742,8/9/2021,Nusa Tenggara Timur,48657,896,36503
17743,8/9/2021,Papua,28933,434,16925
17744,8/9/2021,Papua Barat,20223,300,17461
17745,8/9/2021,Riau,108587,2974,92152
17746,8/9/2021,Sulawesi Barat,9412,200,7538
17747,8/9/2021,Sulawesi Selatan,92158,1560,78552
17748,8/9/2021,Sulawesi Tengah,29967,865,19773
17749,8/9/2021,Sulawesi Tenggara,17930,413,14171
17750,8/9/2021,Sulawesi Utara,27783,794,21197
17751,8/9/2021,Sumatera Barat,78453,1674,62345
17752,8/9/2021,Sumatera Selatan,52069,2419,40081
17753,8/9/2021,Sumatera Utara,72888,1700,46144
17754,8/10/2021,Aceh,25749,1091,18465
17755,8/10/2021,Bali,88628,2517,73165
17756,8/10/2021,Banten,121861,2369,104819
17757,8/10/2021,Bengkulu,20499,321,16467
17758,8/10/2021,DKI Jakarta,833654,12852,810213
17759,8/10/2021,Daerah Istimewa Yogyakarta,131901,4021,95588
17760,8/10/2021,Gorontalo,9624,291,7371
17761,8/10/2021,Indonesia,3718821,110619,3171147
17762,8/10/2021,Jambi,23335,523,17751
17763,8/10/2021,Jawa Barat,642070,11075,558822
17764,8/10/2021,Jawa Tengah,423882,23461,359463
17765,8/10/2021,Jawa Timur,342836,23846,278261
17766,8/10/2021,Kalimantan Barat,29603,734,24267
17767,8/10/2021,Kalimantan Selatan,55253,1628,42668
17768,8/10/2021,Kalimantan Tengah,37862,1111,32158
17769,8/10/2021,Kalimantan Timur,133826,4124,110571
17770,8/10/2021,Kalimantan Utara,26036,495,18412
17771,8/10/2021,Kepulauan Bangka Belitung,39526,907,32004
17772,8/10/2021,Kepulauan Riau,48804,1370,43424
17773,8/10/2021,Lampung,40306,2688,30952
17774,8/10/2021,Maluku,13908,234,10745
17775,8/10/2021,Maluku Utara,10937,253,8902
17776,8/10/2021,Nusa Tenggara Barat,22013,600,19773
17777,8/10/2021,Nusa Tenggara Timur,49569,932,37848
17778,8/10/2021,Papua,29138,445,17234
17779,8/10/2021,Papua Barat,20641,303,17794
17780,8/10/2021,Riau,109822,3030,93840
17781,8/10/2021,Sulawesi Barat,9636,204,7700
17782,8/10/2021,Sulawesi Selatan,93121,1586,79438
17783,8/10/2021,Sulawesi Tengah,30933,895,20464
17784,8/10/2021,Sulawesi Tenggara,18062,421,14509
17785,8/10/2021,Sulawesi Utara,27956,799,21463
17786,8/10/2021,Sumatera Barat,78954,1698,63428
17787,8/10/2021,Sumatera Selatan,52679,2446,40645
17788,8/10/2021,Sumatera Utara,74641,1749,47023
17789,8/11/2021,Aceh,26134,1097,18616
17790,8/11/2021,Bali,89898,2544,74307
17791,8/11/2021,Banten,122536,2398,106064
17792,8/11/2021,Bengkulu,20705,328,16667
17793,8/11/2021,DKI Jakarta,835611,12894,811547
17794,8/11/2021,Daerah Istimewa Yogyakarta,133411,4073,98965
17795,8/11/2021,Gorontalo,9723,307,7579
17796,8/11/2021,Indonesia,3749446,112198,3211078
17797,8/11/2021,Jambi,23792,534,18073
17798,8/11/2021,Jawa Barat,645668,11189,566543
17799,8/11/2021,Jawa Tengah,428863,23805,366415
17800,8/11/2021,Jawa Timur,345721,24168,282431
17801,8/11/2021,Kalimantan Barat,29989,737,24789
17802,8/11/2021,Kalimantan Selatan,55940,1652,42915
17803,8/11/2021,Kalimantan Tengah,38182,1123,32382
17804,8/11/2021,Kalimantan Timur,135669,4188,112499
17805,8/11/2021,Kalimantan Utara,26572,505,18646
17806,8/11/2021,Kepulauan Bangka Belitung,40028,932,32514
17807,8/11/2021,Kepulauan Riau,49079,1392,43881
17808,8/11/2021,Lampung,40736,2742,31498
17809,8/11/2021,Maluku,13950,234,10856
17810,8/11/2021,Maluku Utara,10973,258,9071
17811,8/11/2021,Nusa Tenggara Barat,22240,603,19960
17812,8/11/2021,Nusa Tenggara Timur,50436,962,39362
17813,8/11/2021,Papua,29313,458,17389
17814,8/11/2021,Papua Barat,20982,307,18296
17815,8/11/2021,Riau,110996,3085,94900
17816,8/11/2021,Sulawesi Barat,9856,210,7822
17817,8/11/2021,Sulawesi Selatan,94148,1614,80416
17818,8/11/2021,Sulawesi Tengah,31848,927,20917
17819,8/11/2021,Sulawesi Tenggara,18152,427,14739
17820,8/11/2021,Sulawesi Utara,28237,808,21734
17821,8/11/2021,Sumatera Barat,79584,1720,64284
17822,8/11/2021,Sumatera Selatan,53230,2477,41379
17823,8/11/2021,Sumatera Utara,76113,1786,47706
17824,8/12/2021,Aceh,26315,1127,18991
17825,8/12/2021,Bali,91251,2579,75865
17826,8/12/2021,Banten,122931,2422,106415
17827,8/12/2021,Bengkulu,20822,331,16866
17828,8/12/2021,DKI Jakarta,836691,12936,814018
17829,8/12/2021,Daerah Istimewa Yogyakarta,134494,4103,101735
17830,8/12/2021,Gorontalo,9838,311,7675
17831,8/12/2021,Indonesia,3774155,113664,3247715
17832,8/12/2021,Jambi,23892,539,18618
17833,8/12/2021,Jawa Barat,647994,11267,570667
17834,8/12/2021,Jawa Tengah,434162,24205,374033
17835,8/12/2021,Jawa Timur,348883,24470,286470
17836,8/12/2021,Kalimantan Barat,30316,740,25321
17837,8/12/2021,Kalimantan Selatan,56405,1684,43327
17838,8/12/2021,Kalimantan Tengah,38491,1140,32665
17839,8/12/2021,Kalimantan Timur,136845,4252,114494
17840,8/12/2021,Kalimantan Utara,26904,517,19071
17841,8/12/2021,Kepulauan Bangka Belitung,40423,952,32955
17842,8/12/2021,Kepulauan Riau,49312,1437,44229
17843,8/12/2021,Lampung,41108,2840,31853
17844,8/12/2021,Maluku,13978,235,10953
17845,8/12/2021,Maluku Utara,11034,259,9126
17846,8/12/2021,Nusa Tenggara Barat,22434,610,20094
17847,8/12/2021,Nusa Tenggara Timur,51152,977,40647
17848,8/12/2021,Papua,29537,465,17485
17849,8/12/2021,Papua Barat,21209,311,18580
17850,8/12/2021,Riau,111700,3120,95865
17851,8/12/2021,Sulawesi Barat,9977,212,7956
17852,8/12/2021,Sulawesi Selatan,94846,1642,81282
17853,8/12/2021,Sulawesi Tengah,32497,953,21722
17854,8/12/2021,Sulawesi Tenggara,18243,428,14845
17855,8/12/2021,Sulawesi Utara,28744,823,21973
17856,8/12/2021,Sumatera Barat,80126,1738,65199
17857,8/12/2021,Sumatera Selatan,53503,2500,42130
17858,8/12/2021,Sumatera Utara,77427,1819,48563
17859,8/13/2021,Aceh,26726,1136,19374
17860,8/13/2021,Bali,93161,2630,77989
17861,8/13/2021,Banten,123644,2439,110239
17862,8/13/2021,Bengkulu,21019,339,17065
17863,8/13/2021,DKI Jakarta,837901,13004,815587
17864,8/13/2021,Daerah Istimewa Yogyakarta,135737,4168,104674
17865,8/13/2021,Gorontalo,9985,321,7808
17866,8/13/2021,Indonesia,3804943,115096,3289718
17867,8/13/2021,Jambi,24292,550,19068
17868,8/13/2021,Jawa Barat,651163,11319,578350
17869,8/13/2021,Jawa Tengah,438382,24677,377689
17870,8/13/2021,Jawa Timur,353061,24723,290853
17871,8/13/2021,Kalimantan Barat,30878,741,25830
17872,8/13/2021,Kalimantan Selatan,57216,1688,43959
17873,8/13/2021,Kalimantan Tengah,38960,1159,32902
17874,8/13/2021,Kalimantan Timur,138296,4320,116383
17875,8/13/2021,Kalimantan Utara,27240,528,19534
17876,8/13/2021,Kepulauan Bangka Belitung,41083,976,33604
17877,8/13/2021,Kepulauan Riau,49590,1444,44655
17878,8/13/2021,Lampung,41575,2885,32763
17879,8/13/2021,Maluku,14033,237,11188
17880,8/13/2021,Maluku Utara,11111,263,9433
17881,8/13/2021,Nusa Tenggara Barat,22812,618,20343
17882,8/13/2021,Nusa Tenggara Timur,52037,995,41355
17883,8/13/2021,Papua,29778,471,17685
17884,8/13/2021,Papua Barat,21348,311,18700
17885,8/13/2021,Riau,112770,3149,96722
17886,8/13/2021,Sulawesi Barat,10199,218,8092
17887,8/13/2021,Sulawesi Selatan,95933,1670,82281
17888,8/13/2021,Sulawesi Tengah,33495,983,22635
17889,8/13/2021,Sulawesi Tenggara,18373,432,14956
17890,8/13/2021,Sulawesi Utara,29039,828,22262
17891,8/13/2021,Sumatera Barat,80716,1754,66158
17892,8/13/2021,Sumatera Selatan,54206,2520,42717
17893,8/13/2021,Sumatera Utara,78711,1859,49814
17894,8/14/2021,Aceh,27123,1152,19935
17895,8/14/2021,Bali,94956,2666,79631
17896,8/14/2021,Banten,124249,2456,111292
17897,8/14/2021,Bengkulu,21284,339,17265
17898,8/14/2021,DKI Jakarta,839264,13033,816800
17899,8/14/2021,Daerah Istimewa Yogyakarta,137525,4210,106135
17900,8/14/2021,Gorontalo,10154,327,7983
17901,8/14/2021,Indonesia,3833541,116366,3321598
17902,8/14/2021,Jambi,24706,560,19304
17903,8/14/2021,Jawa Barat,653606,11358,580566
17904,8/14/2021,Jawa Tengah,442943,25052,382905
17905,8/14/2021,Jawa Timur,356292,24997,295346
17906,8/14/2021,Kalimantan Barat,31371,751,26349
17907,8/14/2021,Kalimantan Selatan,58072,1732,44383
17908,8/14/2021,Kalimantan Tengah,39356,1171,33165
17909,8/14/2021,Kalimantan Timur,139464,4386,118110
17910,8/14/2021,Kalimantan Utara,27605,541,20202
17911,8/14/2021,Kepulauan Bangka Belitung,41636,991,34123
17912,8/14/2021,Kepulauan Riau,49837,1461,44955
17913,8/14/2021,Lampung,42043,2910,33159
17914,8/14/2021,Maluku,14051,238,11388
17915,8/14/2021,Maluku Utara,11162,263,9463
17916,8/14/2021,Nusa Tenggara Barat,23060,624,20567
17917,8/14/2021,Nusa Tenggara Timur,52689,1016,42247
17918,8/14/2021,Papua,29956,477,17885
17919,8/14/2021,Papua Barat,21447,314,18849
17920,8/14/2021,Riau,113840,3180,98216
17921,8/14/2021,Sulawesi Barat,10370,224,8218
17922,8/14/2021,Sulawesi Selatan,96951,1686,83296
17923,8/14/2021,Sulawesi Tengah,34377,1017,23367
17924,8/14/2021,Sulawesi Tenggara,18477,438,15146
17925,8/14/2021,Sulawesi Utara,29385,844,22369
17926,8/14/2021,Sumatera Barat,81325,1780,67458
17927,8/14/2021,Sumatera Selatan,54611,2551,43596
17928,8/14/2021,Sumatera Utara,80163,1876,50588
17929,8/15/2021,Aceh,27433,1162,20970
17930,8/15/2021,Bali,96027,2709,81677
17931,8/15/2021,Banten,124655,2481,112711
17932,8/15/2021,Bengkulu,21361,343,17465
17933,8/15/2021,DKI Jakarta,840446,13050,817866
17934,8/15/2021,Daerah Istimewa Yogyakarta,138458,4291,107453
17935,8/15/2021,Gorontalo,10230,333,8098
17936,8/15/2021,Indonesia,3854354,117588,3351959
17937,8/15/2021,Jambi,25082,568,19610
